"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Joe Johnston","Scott Kroopf, William Teitler","Chris Van Allsburg, Greg Taylor, Jim Strain","TriStar Pictures, Columbia Pictures","TriStar Pictures, Interscope Communications","PG","Kids & Family, Fantasy, Adventure","English","Dec 15, 1995, Original","$100.3M","Surround, Stereo","Flat (1.85:1)","A magical board game unleashes a world of adventure on siblings Peter (Bradley Pierce) and Judy Shepherd (Kirsten Dunst). While exploring an old mansion, the youngsters find a curious, jungle-themed game called Jumanji in the attic. When they start playing, they free Alan Parrish (Robin Williams), who's been stuck in the game's inner world for decades. If they win Jumanji, the kids can free Alan for good -- but that means braving giant bugs, ill-mannered monkeys and even stampeding rhinos!",NA,63,"Jumanji"
